trx_id,timestamp,source_id,target_id,amount,channel,payment_type,status,description,ref_number
T006617,2026-02-24 19:24:34,C00253,M0278,754771.06,EDC,credit_card,success,C2M payment - Fashion,REF51527209
T006618,2025-07-02 03:14:59,C00304,M0603,1847554.87,EDC,debit,success,C2M payment - Automotive,REF46778305
T006619,2025-12-16 01:30:10,C00241,M0604,1277873.85,transfer,bank_transfer,success,C2M payment - Automotive,REF94564341
T006620,2025-12-18 13:34:30,C00833,M0145,114965.92,transfer,bank_transfer,success,C2M payment - F&B,REF17916426
T006621,2025-07-10 08:18:12,M0444,M0387,1935118.31,transfer,bank_transfer,success,M2M settlement - Grocery,REF54358206
T006622,2025-08-30 04:15:11,C01162,M0020,45854.57,QRIS,QRIS,success,C2M payment - F&B,REF42288545
T006623,2026-05-29 16:38:29,C00212,M0627,948812.66,transfer,bank_transfer,success,C2M payment - Automotive,REF13297527
T006624,2025-09-23 15:03:03,C01686,M0570,1715092.76,QRIS,QRIS,success,C2M payment - Electronics,REF45282892
T006625,2025-07-22 02:17:24,C01075,M0340,880526.35,EDC,debit,success,C2M payment - Fashion,REF34997811
T006626,2025-12-10 04:01:52,C00889,M0201,124244.53,QRIS,QRIS,success,C2M payment - F&B,REF55448545
T006627,2025-10-10 04:21:37,C01402,M0380,196228.9,QRIS,QRIS,success,C2M payment - Grocery,REF55241501
T006628,2026-04-20 10:19:19,C00742,M0661,1368293.75,transfer,bank_transfer,success,C2M payment - Automotive,REF19595056
T006629,2025-07-26 17:55:25,C00799,M0061,134681.11,QRIS,QRIS,success,C2M payment - F&B,REF59943294
T006630,2026-03-04 18:11:02,C01058,M0106,48852.64,QRIS,QRIS,success,C2M payment - F&B,REF07456508
T006631,2025-12-13 09:22:08,C01121,M0549,5073348.46,EDC,credit_card,success,C2M payment - Electronics,REF61939090
T006632,2026-05-22 07:08:50,C01789,M0139,79566.05,EDC,debit,success,C2M payment - F&B,REF34700867
T006633,2026-04-17 00:53:56,M0447,M0176,2527022.88,QRIS,QRIS,success,M2M settlement - F&B,REF66919817
T006634,2025-11-06 01:01:28,M0274,M0276,4618896.92,transfer,bank_transfer,success,M2M settlement - Fashion,REF47866543
T006635,2026-04-23 04:02:05,C01230,M0376,1047841.71,EDC,debit,success,C2M payment - Grocery,REF72897346
T006636,2026-04-26 03:29:23,M0630,M0349,40641467.35,transfer,bank_transfer,success,M2M settlement - Fashion,REF03075615
T006637,2025-08-25 17:21:17,C00221,M0603,909459.1,EDC,credit_card,success,C2M payment - Automotive,REF88962799
T006638,2026-01-14 04:21:13,C00620,M0101,138765.43,transfer,bank_transfer,success,C2M payment - F&B,REF61726972
T006639,2025-09-30 14:09:17,M0650,M0674,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF34590525
T006640,2025-10-03 09:12:09,C01283,M0299,427241.23,QRIS,QRIS,success,C2M payment - Fashion,REF39594401
T006641,2026-02-19 12:46:10,M0670,M0642,11127241.45,transfer,bank_transfer,pending,M2M settlement - Automotive,REF05887135
T006642,2025-08-05 06:13:18,M0580,M0358,60216037.84,transfer,bank_transfer,success,M2M settlement - Grocery,REF88879159
T006643,2025-09-05 13:19:48,M0107,M0268,4082669.8,EDC,debit,success,M2M settlement - Fashion,REF30228354
T006644,2025-10-27 05:16:43,C01115,M0646,1357749.91,EDC,debit,success,C2M payment - Automotive,REF05782553
T006645,2025-12-05 17:58:12,C00041,M0665,-4426524.88,EDC,credit_card,success,Refund transaction,REF81400873
T006646,2025-11-29 16:39:28,M0410,M0482,25169303.24,transfer,bank_transfer,success,M2M settlement - Grocery,REF96657910
T006647,2025-10-21 23:07:21,M0357,M0661,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF23825601
T006648,2025-10-06 08:54:06,C01087,M0151,253437.98,transfer,bank_transfer,success,C2M payment - F&B,REF96132833
T006649,2025-12-12 15:37:42,C01696,M0571,1397406.56,QRIS,QRIS,success,C2M payment - Electronics,REF52968383
T006650,2026-05-22 07:21:40,C00443,M0649,2060373.04,transfer,bank_transfer,success,C2M payment - Automotive,REF71717753
T006651,2026-01-06 23:01:17,C01334,M0298,,QRIS,QRIS,success,C2M payment - Fashion,REF84121666
T006652,2026-02-03 13:38:56,M0170,M0637,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF08789092
T006653,2026-01-26 22:48:09,C00921,M0468,158721.06,transfer,bank_transfer,success,C2M payment - Grocery,REF10133510
T006654,2026-02-09 20:45:07,C00203,M0695,1131237.91,transfer,bank_transfer,success,C2M payment - Automotive,REF19219807
T006655,2025-09-22 09:40:47,C01132,M0462,91257.26,EDC,debit,success,C2M payment - Grocery,REF78975925
T006656,2025-10-02 09:06:46,M0427,M0267,75000000.0,transfer,bank_transfer,success,M2M settlement - Fashion,REF06053208
T006657,2025-07-10 22:54:42,M0343,M0235,12001904.28,transfer,bank_transfer,success,M2M settlement - Fashion,REF51049473
T006658,2025-12-27 00:56:04,M0297,M0286,11049881.77,EDC,credit_card,success,M2M settlement - Fashion,REF31776143
T006659,2025-07-10 04:45:24,M0126,M0330,462061.7,transfer,bank_transfer,pending,M2M settlement - Fashion,REF42953576
T006660,2025-08-04 12:36:51,C01300,M0076,32213.84,QRIS,QRIS,success,C2M payment - F&B,REF38421195
T006661,2026-02-22 09:03:44,M0680,M0016,75000000.0,transfer,bank_transfer,success,M2M settlement - F&B,REF30829243
T006662,2025-11-21 00:07:16,C00878,M0242,427964.09,EDC,debit,success,C2M payment - Fashion,REF16586992
T006663,2025-09-27 03:59:10,M0428,M0492,23727129.56,transfer,bank_transfer,success,M2M settlement - Electronics,REF19261441
T006664,2026-02-07 11:47:02,C00610,M0427,211562.45,EDC,debit,success,C2M payment - Grocery,REF76755863
T006665,2025-09-30 06:02:33,C00366,M0434,653391.73,QRIS,QRIS,pending,C2M payment - Grocery,REF34840786
T006666,2026-06-06 05:31:17,C01172,M0369,286678.86,EDC,debit,success,C2M payment - Grocery,REF92041255
T006667,2025-12-04 07:07:03,M0346,M0543,2944671.11,transfer,bank_transfer,success,M2M settlement - Electronics,REF56127906
T006668,2025-07-19 15:03:55,C01915,M0581,3140057.21,EDC,credit_card,success,C2M payment - Electronics,REF50255985
T006669,2026-04-07 13:02:22,C01614,M0526,1783276.59,EDC,credit_card,success,C2M payment - Electronics,REF07715249
T006670,2025-11-25 14:14:05,C01943,M0532,3509164.71,transfer,bank_transfer,success,C2M payment - Electronics,REF69396702
T006671,2025-08-06 17:09:27,C01658,M0050,109373.86,EDC,debit,failed,C2M payment - F&B,REF54726382
T006672,2026-02-07 18:19:16,C00699,M0288,239120.39,QRIS,QRIS,success,C2M payment - Fashion,REF53639217
T006673,2025-08-27 21:29:22,C00767,M0351,372104.73,QRIS,QRIS,success,C2M payment - Grocery,REF85661065
T006674,2026-05-22 23:21:12,C01184,M0229,425798.35,QRIS,QRIS,success,C2M payment - Fashion,REF85550581
T006675,2026-06-13 20:49:31,C00476,M0321,1215263.78,transfer,bank_transfer,success,C2M payment - Fashion,REF03777540
T006676,2026-01-26 21:47:15,C01172,M0249,485887.65,EDC,debit,success,C2M payment - Fashion,REF28384485
T006677,2026-04-02 23:43:48,C00776,M0404,92442.67,QRIS,QRIS,success,C2M payment - Grocery,REF76893143
T006678,2025-09-07 03:57:13,C01392,M0029,31212.07,EDC,debit,success,C2M payment - F&B,REF08206247
T006679,2025-12-12 16:56:14,C01398,M0379,395264.41,EDC,debit,success,C2M payment - Grocery,REF51340507
T006680,2025-08-19 18:02:25,C00722,M0484,277660.5,QRIS,QRIS,failed,C2M payment - Grocery,REF51985252
T006681,2025-10-07 21:34:33,C01921,M0598,1222934.41,QRIS,QRIS,success,C2M payment - Automotive,REF88763422
T006682,2026-04-24 21:10:59,C00652,M0697,1646058.83,EDC,debit,success,C2M payment - Automotive,REF87086164
T006683,2026-01-14 18:24:12,M0425,M0601,18249101.19,transfer,bank_transfer,success,M2M settlement - Automotive,REF69349288
T006684,2026-03-05 04:13:09,C00410,M0070,117508.64,QRIS,QRIS,success,C2M payment - F&B,REF44417038
T006685,2026-05-15 14:00:28,C01731,M0420,146655.6,QRIS,QRIS,success,C2M payment - Grocery,REF72457707
T006686,2025-08-21 18:28:47,C00957,M0615,821437.7,EDC,credit_card,success,C2M payment - Automotive,REF30998767
T006687,2026-04-03 08:34:46,C01760,M0073,41460.71,QRIS,QRIS,success,C2M payment - F&B,REF71255937
T006688,2026-04-09 19:13:08,C00189,M0388,146760.76,QRIS,QRIS,success,C2M payment - Grocery,REF11588245
T006689,2026-05-01 13:10:03,C01076,M0062,140027.43,QRIS,QRIS,success,C2M payment - F&B,REF97298354
T006690,2026-02-14 10:35:17,C00798,M0178,113319.38,EDC,debit,success,C2M payment - F&B,REF81262114
T006691,2026-01-26 22:41:36,M0548,M0329,6357211.81,transfer,bank_transfer,pending,M2M settlement - Fashion,REF66225042
T006692,2025-09-15 00:20:10,C01937,M0400,148720.5,QRIS,QRIS,success,C2M payment - Grocery,REF47516737
T006693,2026-03-14 11:16:22,M0248,M0224,30890505.89,transfer,bank_transfer,success,M2M settlement - Fashion,REF55127310
T006694,2025-09-28 23:46:31,C00113,M0493,3802382.97,QRIS,QRIS,success,C2M payment - Electronics,REF11984531
T006695,2025-10-08 23:34:39,C00799,M0061,61437.43,EDC,debit,success,C2M payment - F&B,REF34963992
T006696,2026-04-27 16:15:20,C01106,M0253,389797.59,EDC,credit_card,success,C2M payment - Fashion,REF12750078
T006697,2026-01-02 00:38:21,C00956,M0677,198763.7,,,success,C2M payment - Automotive,REF58117179
T006698,2025-11-04 02:58:31,C00698,M0462,191513.73,EDC,debit,success,C2M payment - Grocery,REF32633391
T006699,2026-06-13 21:20:56,C00973,M0153,292280.28,QRIS,QRIS,success,C2M payment - F&B,REF01929276
T006700,2026-03-31 02:33:38,C01386,M0699,951553.03,QRIS,QRIS,success,C2M payment - Automotive,REF04729929
T006701,2025-12-13 15:00:05,C01708,M0335,240163.98,QRIS,QRIS,failed,C2M payment - Fashion,REF03144185
T006702,2026-04-26 04:01:27,C00562,M0536,2292527.82,transfer,bank_transfer,success,C2M payment - Electronics,REF74651064
T006703,2025-12-03 16:03:04,C00512,M0241,387214.42,QRIS,QRIS,success,C2M payment - Fashion,REF27084291
T006704,2026-01-16 20:05:22,C00188,M0139,79158.01,EDC,debit,success,C2M payment - F&B,REF31979548
T006705,2026-06-21 05:22:10,C00035,M0515,5200988.34,transfer,bank_transfer,success,C2M payment - Electronics,REF69309188
T006706,2026-05-04 06:30:27,M0055,M0030,3489467.04,transfer,bank_transfer,success,M2M settlement - F&B,REF53761293
T006707,2026-02-12 15:18:29,C01240,M0438,129757.14,QRIS,QRIS,success,C2M payment - Grocery,REF25334522
T006708,2026-02-25 23:08:32,C01018,M0624,5479274.88,EDC,credit_card,success,C2M payment - Automotive,REF56070406
T006709,2025-10-22 20:01:47,C00917,M0679,1720598.04,QRIS,QRIS,success,C2M payment - Automotive,REF04015483
T006710,2026-06-23 02:58:33,C01980,M0449,316718.02,EDC,debit,success,C2M payment - Grocery,REF82030775
T006711,2025-10-12 01:29:25,M0509,M0465,66457002.64,QRIS,QRIS,success,M2M settlement - Grocery,REF02027832
T006712,2026-06-16 22:04:20,C00167,M0380,156375.6,EDC,debit,success,C2M payment - Grocery,REF92532026
T006713,2025-12-21 00:51:17,C01931,M0001,358673.03,QRIS,QRIS,success,C2M payment - F&B,REF90603721
T006714,2026-04-09 20:16:51,C00727,M0667,282648.41,EDC,debit,success,C2M payment - Automotive,REF48461225
T006715,2025-07-21 21:22:39,C01942,M0445,232079.91,QRIS,QRIS,success,C2M payment - Grocery,REF46528538
T006716,2025-08-14 06:16:34,C01760,M0064,173651.23,QRIS,QRIS,success,C2M payment - F&B,REF17481542
T006717,2026-06-13 09:04:02,C00092,M0346,1470752.03,QRIS,QRIS,success,C2M payment - Fashion,REF11616588
T006718,2026-02-24 01:00:19,C01927,M0249,502343.68,QRIS,QRIS,success,C2M payment - Fashion,REF66896747
T006719,2025-12-10 02:22:04,C00676,M0489,264138.83,EDC,debit,success,C2M payment - Grocery,REF56453583
T006720,2025-09-16 23:08:14,M0606,M0434,2887690.92,transfer,bank_transfer,success,M2M settlement - Grocery,REF42076952
T006721,2026-01-25 11:30:28,C01177,M0682,336209.9,transfer,bank_transfer,success,C2M payment - Automotive,REF30299115
T006722,2026-04-10 05:49:53,M0539,M0416,65057020.78,transfer,bank_transfer,failed,M2M settlement - Grocery,REF50935629
T006723,2026-03-20 05:40:16,C01494,M0514,10997639.72,EDC,debit,success,C2M payment - Electronics,REF49315090
T006724,2025-08-23 23:23:01,C00347,M0668,1502164.15,EDC,credit_card,success,C2M payment - Automotive,REF63817047
T006725,2026-04-19 11:53:56,C00403,M0081,19346.44,QRIS,QRIS,success,C2M payment - F&B,REF33436346
T006726,2025-12-15 15:49:22,C00361,M0291,281498.55,EDC,debit,success,C2M payment - Fashion,REF50012237
T006727,2025-09-11 16:57:46,C01209,M0479,63499.77,QRIS,QRIS,success,C2M payment - Grocery,REF81506626
T006728,2025-11-10 18:41:03,C00698,M0266,1367102.74,transfer,bank_transfer,success,C2M payment - Fashion,REF99598764
T006729,2025-07-13 08:35:02,C00048,M0658,630080.97,QRIS,QRIS,success,C2M payment - Automotive,REF73522690
T006730,2026-01-21 16:53:01,C00337,M0682,2131275.83,QRIS,QRIS,success,C2M payment - Automotive,REF38438347
T006731,2025-10-01 16:35:15,C00710,M0284,768909.02,QRIS,QRIS,success,C2M payment - Fashion,REF04606988
T006732,2026-06-14 02:10:28,C00323,M0673,,QRIS,QRIS,success,C2M payment - Automotive,REF25273992
T006733,2025-09-02 19:19:26,C01378,M0462,278115.78,EDC,debit,success,C2M payment - Grocery,REF56149794
T006734,2025-09-11 23:54:59,C01009,M0292,1528903.43,QRIS,QRIS,success,C2M payment - Fashion,REF31419542
T006735,2025-11-16 03:28:12,C00696,M0040,107270.56,QRIS,QRIS,success,C2M payment - F&B,REF61947949
T006736,2025-12-02 17:50:35,C00953,M0657,5392706.34,EDC,debit,success,C2M payment - Automotive,REF61073232
T006737,2026-01-28 13:28:18,C00433,M0675,2050964.71,transfer,bank_transfer,success,C2M payment - Automotive,REF35365059
T006738,2026-01-10 08:51:26,C00144,M0552,1566100.49,transfer,bank_transfer,success,C2M payment - Electronics,REF07027566
T006739,2026-04-10 06:44:55,M0647,M0689,4377015.67,transfer,bank_transfer,success,M2M settlement - Automotive,REF85083718
T006740,2026-05-14 20:20:28,C00948,M0400,134715.23,QRIS,QRIS,success,C2M payment - Grocery,REF38607632
T006741,2026-03-24 06:36:41,C00137,M0433,172735.42,QRIS,QRIS,success,C2M payment - Grocery,REF84193583
T006742,2025-10-29 01:39:45,C01353,M0476,120150.94,EDC,credit_card,success,C2M payment - Grocery,REF14547560
T006743,2026-05-22 01:30:52,C00356,M0468,194596.35,QRIS,QRIS,failed,C2M payment - Grocery,REF85743860
T006744,2025-11-11 17:45:09,C01289,M0027,245333.06,QRIS,QRIS,success,C2M payment - F&B,REF27408270
T006745,2025-10-17 05:27:34,M0548,M0498,19018633.65,transfer,bank_transfer,success,M2M settlement - Electronics,REF45415340
T006746,2025-08-19 21:48:01,C00714,M0452,198695.63,QRIS,QRIS,success,C2M payment - Grocery,REF26986090
T006747,2025-07-01 03:13:34,C01388,M0520,1313806.51,QRIS,QRIS,success,C2M payment - Electronics,REF91937838
T006748,2025-11-05 03:23:25,C00988,M0612,1476451.69,QRIS,QRIS,success,C2M payment - Automotive,REF09326530
T006749,2026-04-05 05:53:44,C00228,M0588,6523990.76,EDC,debit,success,C2M payment - Electronics,REF25706112
T006750,2026-01-30 07:31:27,M0106,M0009,17488937.13,transfer,bank_transfer,success,M2M settlement - F&B,REF50773674
T006751,2025-12-03 16:04:46,M0627,M0170,75000000.0,QRIS,QRIS,success,M2M settlement - F&B,REF25009713
T006752,2025-10-25 15:50:47,C01161,M0437,159226.98,QRIS,QRIS,success,C2M payment - Grocery,REF83336488
T006753,2025-10-30 20:42:57,C00210,M0470,189868.8,EDC,debit,success,C2M payment - Grocery,REF15152526
T006754,2025-09-16 02:01:24,C01559,M0677,3661947.26,QRIS,QRIS,success,C2M payment - Automotive,REF33639904
T006755,2026-02-23 06:01:12,C01674,M0423,297065.12,transfer,bank_transfer,success,C2M payment - Grocery,REF14252710
T006756,2025-12-09 20:46:58,C00057,M0001,225889.36,EDC,debit,success,C2M payment - F&B,REF11485208
T006757,2025-07-28 22:08:15,C01624,M0020,288540.84,EDC,debit,pending,C2M payment - F&B,REF63606480
T006758,2026-01-17 09:33:21,C00616,M0651,1281719.22,QRIS,QRIS,success,C2M payment - Automotive,REF58201131
T006759,2025-12-31 09:09:03,C00534,M0639,773839.65,transfer,bank_transfer,success,C2M payment - Automotive,REF94124674
T006760,2025-10-14 11:53:45,C01101,M0634,3361524.67,QRIS,QRIS,success,C2M payment - Automotive,REF57873011
T006761,2026-02-24 06:57:36,C00996,M0685,1032157.47,QRIS,QRIS,pending,C2M payment - Automotive,REF17779735
T006762,2026-04-29 15:18:03,M0482,M0283,40206979.96,transfer,bank_transfer,success,M2M settlement - Fashion,REF35670102
T006763,2025-08-01 01:39:25,C01915,M0418,349481.16,EDC,debit,success,C2M payment - Grocery,REF62571639
T006764,2025-08-20 19:41:12,C00606,M0662,706808.11,EDC,credit_card,success,C2M payment - Automotive,REF69641786
T006765,2025-09-20 12:30:36,M0523,M0340,10580286.82,transfer,bank_transfer,success,M2M settlement - Fashion,REF01806275
T006766,2026-06-04 12:37:07,C00712,M0154,119715.52,QRIS,QRIS,success,C2M payment - F&B,REF72039743
T006767,2025-12-30 19:01:58,C01817,M0173,92888.83,EDC,debit,success,C2M payment - F&B,REF22857343
T006768,2026-06-20 20:25:56,C01281,M0079,151131.7,transfer,bank_transfer,success,C2M payment - F&B,REF94411871
T006769,2025-12-01 01:53:33,C01169,M0146,320968.27,EDC,debit,success,C2M payment - F&B,REF48549277
T006770,2025-08-22 19:36:56,C00994,M0247,472974.28,EDC,debit,success,C2M payment - Fashion,REF91962207
T006771,2025-09-07 01:01:40,C01692,M0496,1504472.4,QRIS,QRIS,success,C2M payment - Electronics,REF51968863
T006772,2025-08-08 10:08:12,C01795,M0108,104784.54,QRIS,QRIS,success,C2M payment - F&B,REF12681367
T006773,2026-02-06 22:39:52,C01641,M0061,511120.36,EDC,credit_card,success,C2M payment - F&B,REF70961955
T006774,2025-11-02 15:52:18,M0240,M0535,37584102.89,transfer,bank_transfer,success,M2M settlement - Electronics,REF21494192
T006775,2025-12-02 12:32:33,M0519,M0481,4190007.69,EDC,debit,success,M2M settlement - Grocery,REF83234073
T006776,2026-05-03 13:33:29,C01181,M0514,3868164.79,EDC,credit_card,success,C2M payment - Electronics,REF52339154
T006777,2025-11-17 10:01:46,C00685,M0065,81720.17,transfer,bank_transfer,success,C2M payment - F&B,REF94412356
T006778,2026-04-26 07:02:57,M0088,M0705,3038910.3,transfer,bank_transfer,failed,M2M settlement - F&B,REF17044422
T006779,2026-02-10 19:45:31,C00766,M0297,705834.53,QRIS,QRIS,success,C2M payment - Fashion,REF56231141
T006780,2025-11-20 18:41:30,C01255,M0348,176605.57,EDC,debit,success,C2M payment - Fashion,REF54919135
T006781,2025-08-15 22:39:34,C01344,M0211,394760.07,QRIS,QRIS,success,C2M payment - Fashion,REF89948329
T006782,2026-01-28 22:20:10,C00608,M0370,83079.1,EDC,debit,success,C2M payment - Grocery,REF43026137
T006783,2025-11-28 13:03:21,C00744,M0515,2461978.02,EDC,credit_card,success,C2M payment - Electronics,REF59130425
T006784,2025-10-14 23:03:57,C00994,M0699,923808.35,QRIS,QRIS,success,C2M payment - Automotive,REF76244771
T006785,2025-11-04 11:10:46,C01551,M0640,992092.02,transfer,bank_transfer,success,C2M payment - Automotive,REF23612315
T006786,2025-07-17 19:27:40,M0238,M0525,24385256.77,transfer,bank_transfer,success,M2M settlement - Electronics,REF99597288
T006787,2026-06-04 02:55:37,C00067,M0495,846637.75,EDC,debit,success,C2M payment - Electronics,REF28273330
T006788,2025-07-31 20:27:59,C01204,M0571,2372764.8,QRIS,QRIS,success,C2M payment - Electronics,REF86698878
T006789,2025-11-26 03:23:06,C01147,M0274,119268.62,EDC,credit_card,success,C2M payment - Fashion,REF60409878
T006790,2026-01-14 02:08:26,C00635,M0151,398963.39,EDC,debit,failed,C2M payment - F&B,REF17058858
T006791,2026-06-06 17:05:30,C00560,M0675,2994286.79,EDC,credit_card,success,C2M payment - Automotive,REF41458474
T006792,2026-04-30 15:09:14,C00815,M0204,35097.96,,,success,C2M payment - F&B,REF11916700
T006793,2026-03-08 11:20:27,C01908,M0432,70265.65,QRIS,QRIS,success,C2M payment - Grocery,REF95757004
T006794,2026-06-11 22:54:04,C01485,M0260,193242.25,EDC,credit_card,success,C2M payment - Fashion,REF46340784
T006795,2026-05-23 02:35:09,M0167,M0042,1154862.77,transfer,bank_transfer,success,M2M settlement - F&B,REF97267568
T006796,2025-12-30 16:33:18,C01420,M0349,107275.71,QRIS,QRIS,success,C2M payment - Fashion,REF34563919
